name,house_number,road,postcode,locality,region,country,country_code
Quality Inn Near Chico State,715,Main Street,95928,Chico,CA,United States,
,3097,Sunnyside St.,53589,Stoughton,WI,,
Landmar Costa Los Gigantes Family Resort,8,Calle Juan Manuel Capdevielle,38683,Puerto de Santiago,,Spanien,
Toothzone,1220,Oak Park Drive,80525,Fort Collins,CO,,
Be One,146A,Utrechtseweg,6862 AS,"Oosterbeek, Nederland",,,
,4875,Dtc Blvd.,80237,Denver,CO,US,us
Comunale 2,23,Viale Santuario,20831,SEREGNO,,,
,3,Wezenstraat,6811 CR,Arnhem,,Netherlands,
,5115,North Socrum Loop Road,33809,Lakeland,FL,US,us
,176,Groningerstraat,3812 EG,Amersfoort,,,
15 Warren Ave. (505 Tremont St.) - Atelier 505 Garage,15,Warren Avenue,02116,Boston,MA,US,us
,8,Dorpsstraat,3433 CH,Nieuwegein,,Netherlands,
TownePlace Suites by Marriott Auburn University Area,1117,South College Street,36832,Auburn,Alabama,Spojené státy,
,97,Berrow Road,TA8 2PG,Burnham-on-Sea,,,
Hotel De Lindeboom,14,Groeneplaats,1791 CC,Den Burg,,,
Village-Brush Park Manor,2900,Brush St.,48201,Detroit,MI,,
,,Via Pasolini P.P. 1,53048,Sinalunga,Toscana,,
SpringHill Suites by Marriott Fort Lauderdale Airport & Cruise Port,151,Southwest 18Th Court,33004,Dania Beach,Florida,United States,
,96/13,Piekarska,41-902,Bytom,,,
Cascina Montagnola,1,Strada Montagnola Inferiore,15058,Viguzzolo,PIEMONTE,,
,1335,10Th Avenue East,55379,Shakopee,MN,,
,2256,First Street,33901,Fort Myers,FL,,
St. Anthony’s High School,275,Wolf Hill Road,11747,South Huntington,NY,United States,
KinderCare,518,Vischer Ferry Rd,,Clifton Park,NY,US,us
,2,Nortruper Str.,49577,Kettenkamp,,,
Landgasthof Euringer,23,Dorfstr.,92339,Beilngries-Paulushofen,,Deutschland,
Preston Hyundai of Boardman,7554,Market St,44512,Boardman,OH,US,us
Hotel TIROL Fiss,1,Angerweg,6533,Fiss,Tirol,Österreich,
,1405,Pentecostal Road,K9A 4J8,Cobourg,ON,Canada,
Basement Bar at Never For Ever,79,Highgate Road,NW5 1TL,London,,GB,gb
Aurora Medical Center Oshkosh Pediatric Urology Clinic,855,N Westhaven Dr,54904,Oshkosh,Wisconsin,,
,1,Corso Concordia,20129,Milán,Milano,Italia,
Valley View Golf Club,302,E Kagy Blvd,59715,Bozeman,MT,,
,85,Albert Street,B5 5JE,Birmingham,England,Storbritannien,
A&B Cycle A&B Cycle,3620,South National Avenue,65807,Springfield,MO,,
Sofitel Adelaide,108,Currie Street,,Adelaida,Australia Meridional,Australia,
Sportpark Warmbad,16,Warmbach Weg,9504,Villach,,Oostenrijk,
7er Club,7,Industriestraße,68169,Mannheim,,DE,de
The Cody Hotel,232,West Yellowstone Avenue,82414,Cody,Wyoming,United States,
Gymnase du Haut-Dick,,,,Carentan,,,
Teuber Martina Steuerberater,22D,Helfkamp,58454,Witten,,,
,2,Avenue De L'Europe,67300,Schiltigheim,,France,
,70,Snare Creek Ln,4649,JONESPORT,ME,,
Les Fromages Divins,127,Rue Dalayrac,94120,Fontenay-sous-Bois,IDF,FR,fr
,1400,Norwich St,31520,Brunswick,GA,,
GHT Oasis Tossa & Spa,3,Carrer Lope Mateo,17320,Tossa de Mar,Girona,España,
,500,Hospital Dr.,36092,Wetumpka,AL,,
Tagespflege Sonnenblume Inhaber Sven Bode,21,Auf Der Neuen Reihe,37574,"Einbeck, Wenzen",Niedersachsen,Germany,
Leonardo Royal Hotel Köln - Am Stadtwald,287,Duerener Strasse,50935,Köln,Nordrhein-Westfalen,Tyskland,
Chase Bank,11111,Bloomingdale Avenue,33578,Riverview,FL,US,us
,3,Zum Sandseele,78479,Reichenau,,,
Hotel Diplomatic,42,Via Cernaia,10122,Turín,,Italia,
Bazsports,17,Rue D'Athis,61100,FLERS,,,
Family Dollar #6098,10645,N 19Th Ave,85029,Phoenix,AZ,US,us
Super 8 by Wyndham Revelstoke BC,1700,West Victoria Street,V0E 2S0,Revelstoke,,Canada,
Hotel Montanara,123,Dorfstraße,6561,Ischgl,,Österreich,
Best Western Wein-und Parkhotel Nierstein,1,An Der Kaiserlinde,55283,Nierstein,,Germany,
,24,Arzobispo Guisasola,33009,Asturias,Principado de Asturias,Spain,
Hotell Smålandsgården,8,Gamla Brunnsvägen,563 91,Gränna,,Sverige,
Roombach Hotel Budapest Center,14,Rumbach Sebestyen Utca,1075,Budapest,Budapest,Hungary,
,15,Lansdowne Street,02215,Boston,Massachusetts,United States,
Pita Pit,678,East River Road,B2H 3S1,New Glasgow,NS,,
,2824,Middlefield Road,94063,Redwood City,California,,
Vereinsheim Frohsinn,37,Hinterriedstr.,71272,Renningen,,,
,10,Thackeray Street,W8 5ET,Kensington,London,,
Windsor Hotel,36,Grafenberger Allee,40237,Düsseldorf,North Rhine-Westphalia,Đức,
Küchwaldbühne,34,Küchwaldring,09113,Chemnitz,,,
,20,Branilaca Sarajeva,71000,Centar,,BA,ba
Southwinds Motel,1321,Simonton Street,33040,Key West,Florida,United States,
Basic-Fit Meppel Blankenstein 24/7,275,Blankenstein,7943 PG,Meppel,,NL,nl
Stayokay Amsterdam Vondelpark,5,Zandpad,,Amsterdam,Amsterdam,Holandia,
,4800,Broadway Avenue,44127,Cleveland,OH,,
,109,Varkausring,01796,Pirna,,de,de
Mullinax Ford of Vero Beach,488,Us Highway 1,32962,Vero Beach,FL,,
Courtyard by Marriott Omaha La Vista,12560,Westport Parkway,68128,La Vista,Nebraska,Yhdysvallat,
Tampereen Uintikeskus,7,Joukahaisenkatu,33540,Tampere,,Suomi,
Apart Neptun,1,Grząska,80-833,Gdansk,,Polen,
,,,,Třeboň,Jihočeský kraj,CZ,cz
Subway on Canal,25814,Canal Road,36561,Orange Beach,Alabama,,
,2,Rasenweg,07318,Saalfeld,,de,de
,2560,9Th Street,94710,Berkeley,CA,United States,
,845,S Otsego Ave,49735,Gaylord,MI,,
,9,Heemskerckstraat,1792 AA,"Oudeschild, Texel",,NL,nl
Earthwise Community Association,315,Bagot Road,6008,Subiaco,WA,Australia,
Design Tech High School,275,Oracle Pkwy,94065,Redwood City,CA,US,us
Residence Inn by Marriott Cleveland Downtown,527,Prospect Avenue East,44115,Cleveland,Ohio,Mỹ,
,747,Congress Street,04102,Portland,Maine,United States,
Schauspielhaus/Theater Magdeburg,64,Otto-Von-Guericke-Straße,39104,Magdeburg,,,
Moose Lodge 1511,140,North Street,01864,North Reading,MA,US,us
The Court,50,Beaufort Street,,Perth,WA,AU,au
SPCA of Texas’ Dallas Animal Care Center,2400,Lone Star Dr.,75212,Dallas,TX,United States,
Premiere Classe Hotel Liege,330,Rue De L'Arbre Courte-Joie,4000,Liège,,Belgique,
,270,Flinders Street,3000,Melbourne,Victoria,Úc,
,201,S Mary Ave,94086,Sunnyvale,CA,,
,9623,Mentor Ave,44060,Mentor,Ohio,United States,
Bryan Niklawski - Chase Home Lending Advisor - NMLS ID 240542,1038,E 6Th Ave,80218,Denver,CO,US,us
,24901,Northwestern Highway,48075,Southfield,MI,US,us
Wialan,9,Hodowlana,33-100,Tarnów,małopolskie,,
Deutsches Haus,11,Bäckergasse,,Schifferstadt,,,
Kreisverband Mayen-Koblenz e.V.,7,Westbahnhofstraße,56727,Mayen,,,
Sunrise Restaurant,3,Staffelsteiner Str.,,Nürnberg,,,
Country Inn Stes Savannah Air,21,Yvette Johnson Hagins Dr,31408,savannah,GA,US,us
,1060,Dakota Drive,55120,Mendota Heights,MN,,
Mudrock's Tap & Tavern,585,E South Boulder Rd,80027,Louisville,CO,US,us
,555,Rua Jose Maria Lisboa,,São Paulo,San Pablo,Brasil,
,301,12Th Avenue South,55313,Buffalo,MN,,
,7,Tivoli St,12207,Albany,NY,US,us
,139,Osloweg,9723 BK,Groningen,,Nederland,
Sleep Inn & Suites Bakersfield North,6257,Knudsen Dr,,Bakersfield,,US,us
PostNet,2363,James St,,Syracuse,NY,,
CIBC Branch with ATM273.13 km,23,Mapleview Drive West,L4N9H5,Barrie,ON,,
,1055,W Georgia St,V6E 3P3,Vancouver,British Columbia,Kanada,
Teragram Ballroom,1234,West 7Th Street,90017,Los Angeles,CA,US,us
Hotel Metrò,61,Corso Vercelli,20144,Milan,,Italie,
Brentwood Villa Bed And Breakfast,560,King Street,AB24 5SR,אברדין,סקוטלנד,בריטניה,
Meneer Potter,3,Potterstraat,,"Utrecht, Netherlands",,,
St. Joseph's Preparatory School,1733,W. Girard Avenue,19130,Philadelphia,PA,,
Hilton Garden Inn Livermore,2801,Constitution Drive,94550,Livermore,Kalifornia,Yhdysvallat,
,23,Karl-Wiechert-Allee,30625,Hannover,Niedersachsen,DE,de
,824,N. Kansas Ave.,66608,Topeka,KS,UNITED STATES,
,8750,W Sura Ln,53228,Greenfield,WI,,
Cvs,216,Henry St,11550,Hempstead,NY,US,us
,6001,University Blvd,15108,Moon,PA,United States,
Holy Saviour Church,407,E. Main St.,19401,Norristown,,United States,
,25,Jägerstr.,16278,Angermünde,Angermünde,,
Hotel Catedral,11,Nunez De Arce,47002,Valladolid,,,
Anchorage Church of Christ,2700,Debarr Road,99508,Anchorage,,United States,
B&B Hotel München-Olympiapark,156,Pelkovenstr.,80992,München,Bayern,Deutschland,
Burckhardt Rainer Metallbau,13B,Gießereistr.,39517,Tangerhütte,,,
,3515,Wilshire Blvd,90010,Los Angeles,CA,US,us
,1,Seminole Way,33314,Fort Lauderdale,FL,United States of America,
Dickau Automobile-Service GbR,70,Hauptstr.,,Hassel (Weser),,,
"Tempe Mission Palms, a Destination by Hyatt Hotel",60,East 5Th Street,85281,Tempe,Arizona,United States,
Shea’s 710 Theatre,710,Main Street,14202,Buffalo,NY,United States,
N201,90,Zwarteweg,1431,Aalsmeer,Noord Holland,NL,nl
Esso Tankstelle,19,Frankfurter Str.,36154,HOSENFELD,,,
Gamle Nobes Bodega,36,Kristianstadsgatan,21435,Malmö,Malmö,SE,se
STAR Tankstelle Bremen,100,Oldenburger Straße,28259,Bremen,,DE,de
Gstaad,41,Promenade,3780,Gstaad,,CH,ch
,17,Rozenstraat,3270,Scherpenheuvel,Flemish Brabant,BE,be
Little Dom's,2128,Hillhurst Ave,90027,Los Angeles,CA,US,us
,1,Piragua,28042,Madrid,,Espanja,
,4,Emerson Place,02114,Boston,Massachusetts,USA,
,460,Veterans Dr,08016,Burlington,New Jersey,United States,
,61,Moniuszki,30-347,Mysłowice,,,
,88,Niddastr.,60329,Frankfurt,Hessen,Saksa,
Konzert- und Kongresszentrum Harmonie Heilbronn,28,Allee,74072,Heilbronn,,,
,15,Rue Charles Lindbergh,31700,Blagnac,,France,
Crystal Hotel & Savour,167-169,Hills Road,CB2 8RJ,Cambridge,Inglaterra,Reino Unido,
Holiday Inn Express City North,2A,Italielei,2000,Antwerp,,Belgium,
Fairfield Inn & Suites by Marriott Anniston Oxford,143,Colonial Drive,,Oxford (AL),,US,us
,24,Łososiowa,91-496,Łódź,łódzkie,,
,29,Via Del Duomo,76121,Barletta,,Italy,
,,,92104,San Diego,CA,,
U-Haul Moving & Storage Of Bremerton,2804,Kitsap Wy,98312,Bremerton,WA,,
Cadence at Nocatee,380,Burbank Ave,32081,Ponte Vedra,FL,,
Beauforthuis,70,Woudenbergseweg,3711 AB,Austerlitz,Utrecht,NL,nl
,11160,S Pikes Peak Dr,80138,Parker,CO,US,us
Alex Foreign Motors,523,Ontario Street,18015,Bethlehem,PA,US,us
,2,Johannes-Weyrauch-Platz,04178,Leipzig,,,
ABLOC - Arrive L Water Bottle - Flash Green. Brick Lane Bikes: The Official Website,118,Bethnal Green Road,E2 6DG,London,,United Kingdom,
Image Line Painting,4508,6 Street Ne,T2E 3Z7,Calgary,Alberta,Canada,
" Landestheater Coburg, Reithalle",3,Schlossplatz,96450 ,Coburg,,,
Hotel Mastino,16,Corso Porta Nuova,37122,Verona,Véneto,Italia,
YH Beijing,500,Haight Street,94117,San Francisco,CA,,
,98,Cours Carnot,13300,Salon-de-Provence,Bouches-du-Rhône,France,
,613,Sagamore Pkwy,47906,West Lafayette,IN,UNITED STATES,
,4311,Kemp Blvd,76308,WICHITA FALLS,TX,US,us
,3,Adalbert-Stifter-Kai,4820,Bad Ischl,,AT,at
Westchester County Center,198,Central Ave,10607,White Plains,NY,US,us
Embassy Suites by Hilton Philadelphia Airport,9000,Bartram Avenue,19153,Philadelphia,Pennsylvania,United States,
,21001,N. Tatum Boulevard,85050,Phoenix,AZ,United States of America,
St. Margaret Mary,3970,N 92Nd St.,,Milwaukee,Wisconsin,,
,9,Podwale Grodzkie,80-895,Gdansk,Pomorskie,Polonia,
,175,North Jackson Avenue,95116,San Jose,California,US,us
Alpeiner Nature Resort,15,Moos,6167,Neustift im Stubaital,Tirol,Österreich,
M1 Lauenau,14,Magirusstraße,31867,Lauenau,,,
Mathnasium of New Berlin,15417,West National Avenue,53151,New Berlin,Wisconsin,US,us
,1920,Chestnut St,37408,Chattanooga,Tennessee,USA,
,1014,West 36Th Street,21210,Baltimore,MD,US,us
‪H10 Puerta de Alcala‬,66,Calle De Alcala,28009,مدريد,,إسبانيا,
Fairfield Inn By Marriott Columbia Northwest Harbison,320,Columbiana Drive,29212,columbia,SC,US,us
Heritage Center,108,Center St S,56149,Lake Benton,MN,United States,
,19,Rheingasse,4058,Basel,,,
,126,Gießener Straße,35415,Pohlheim,,,
,163,Sandstraße,57072,Siegen,,de,de
Cavendish School,,,,London,,gb,gb
Best Western Kirkwood Inn,1200,S Kirkwood Rd,63122,Kirkwood,Missouri,United States,
,154,Southgate Street,GL1 2EX,Gloucester,Gloucestershire,UK,uk
Club Quarters Hotel in Philadelphia,1628,Chestnut Street,19103,Philadelphia,Pennsylvania,USA,
,9,Christian-Necker-Str.,89597,Munderkingen,,,
,116,Brougham Street,6011,Wellington,Wellington,Nueva Zelanda,
,1006,Maple Avenue,43701,Zanesville,Ohio,,
Sachsenwald Hotel Reinbek,4-8,Hamburger Str.,21465,Reinbek,,,
,2300,N Miami Ave,33127,Miami,FL,,
Residence Inn by Marriott Vancouver Downtown,1234,Hornby Street,V6Z 1W2,Vancouver,,Canada,
,7,Rue Racine,84000,Avignon,,France,
Paramount Theatre - Oakland,2025,Broadway,94612,Oakland,CA,US,us
Merrick Golf Course,2550,Clubhouse Road,11566,Merrick,NY,,
Cambridge Court Senior Living,711,Matador Lane,75149,Mesquite,TX,,
,270,Marsh Road,LU3 2TU,Luton,Luton,United Kingdom,
"Hampton Inn Pullman, WA",1190,Se Bishop Blvd,,Pullman,,US,us
,2,Lansdowne Street,02215,Boston,Massachusetts,United States,
,10803,Se Kent-Kangley Rd,98030,Kent,WA,,
Одеський академічний театр музичної комедії (Concert.ua),3,Вул. Пантелеймонівська,,Одеса,,Україна,
Green Elephant,57,Milton Road,,Kapsztad,Kapsztad,Republika Południowej Afryki,
Knockout,3223,Mission Street,94110,San Francisco,CA,,
Bauernhof am Mechtenberg,5,Am Mechtenberg,45309,Essen,,,
,14100,East Wade Hampton Boulevard,29651,Greer,South Carolina,,
,200,Frankenstraße,90461,Nürnberg,,,
,3316,13Th Avenue South,58103,Fargo,North Dakota,Amerika Serikat,
HOTEL ZUR POST,44,Neuwieder Str.,56588,Waldbreitbach,Rheinland-Pfalz,Germany,
Fisher's Ace Hardware,650,Welsh Rd,19006,Huntingdon Valley,PA,US,us
,13850,Ballantyne Corporate Place,28277,Charlotte,North Carolina,US,us
SureStay Plus by Best Western Humble,15617,Eastex Freeway,77396,Humble,,United States,
"University of Iowa, Voxman Music Building",93,East Burlington Street,52240,Iowa City,IA,United States,
Royal Victoria Hotel,12,Lungarno Pacinotti,56126,Pisa,Toskana,Italien,
,8,Peterstraße,2826,Görlitz,,Germany,
,47,Phila Street,12866,Saratoga Springs,NY,,
Best Western Premier Castanea Resort Hotel,25,Scharnebecker Weg,21365,Adendorf,Niedersachsen,Deutschland,
,1101,Gorman Street,,Raleigh,North Carolina,United States,
,338,Viale Monza,20128,Milano,,,
,473,Alameda Lorena,01424-000,São Paulo,San Pablo,Brasil,
,38,Taupo Quay,4500,Whanganui,,,
,1700,Palm Beach Lakes Blvd.,33401,West Palm Beach,FL,US,us
,1492,Missouri Ave,88001,Las Cruces,NM,United States,
Carter-Finley Stadium Parking Lots,4600,Trinity Road,27607,Raleigh,NC,USA,
Hendrick Lexus Charleston,2424,Savannah Highway,29414,Charleston,SC,,
,300,East Mitchell Street,49770,Petoskey,MI,,
,2000,Town Center,48075,Southfield,MI,USA,
Wehr Nature Center,9701,West College Ave.,53132,Franklin,,United States,
TEXAS ROADHOUSE,1101,Lower Allen Dr,17011,CAMP HILL,PA,,
,5454,Dundas St W,M9B 1B4,Etobicoke,,,
Hotel Poseidon,33,Storgatan,411 31,Goteborg,Västra Götaland,Svezia,
,19,Hauptstraße,4952,Weng im Innkreis,,,
Paradox,62,Telegraafstraat,5038 BM,Tilburg,,NL,nl
,192,Dornacherstrasse,4053,Basel,,,
,6,Haldenstrasse,6006,Luzern,,Suisse,
,6,Odana Ct,53719,Madison,WI,,
,2401,Liberty Heights Ave,21215,Baltimore,Maryland,United States,
All Weather Architectural Aluminum,777,Aldridge Road,95688,Vacaville,CA,United States,
,13,Dorf,6167,Neustift im Stubaital,,,
,1128,Aachener Str.,50858,Colonia,Renania del Norte-Westfalia,Alemania,
Bernadette’s Community Centre,21,Cooke Ave,,Sunshine North,Victoria,Australia,
LA SCENE BARBES - Comedy Club Paris,11,Rue D'Oran,75018 ,Paris,ILE DE FRANCE,FR,fr
,890,Blossom Hill Rd,95123,San Jose,CA,,
The Statler Hotel at Cornell University,130,Statler Drive,14853,Ithaca,New York,USA,
Norwalk Easter Public Library,1051,North Ave.,50211,Norwalk,IA,US,us
,34860,Monterey Ave,92211,Palm Desert,California,United States,
AMIS Conclusion,15,Edisonbaan,3439 MN,Nieuwegein,,The Netherlands,
Jolly Coachman Neighborhood Pub,19167,Ford Rd,V3Y 2B6,Pitt Meadows,BC,,
Chicago Temple (First United Methodist Church),77,West Washington Street,60602,Chicago,IL,United States,
Residhome Paris-Massy,7,Rue Christophe Colomb,91300,Massy,Essonne,France,
New Cumberland Alliance Church ,148,Spanglers Mill Road,17070,New Cumberland,,United States,
,9500,South Interstate 35,78748,Austin,TX,,
Wulffaert,103,Kriekmoerstraat,9900,Eeklo,,Belgïe,
Eurico Hotel,3,C/ Santa Isabel,45001,Toledo,,Spania,
OBI Holzzuschnitt-Service im Markt Gmuend,9,Albrechtser Str.,,Gmuend,,at,at
Hotel Schmerkötter,70,Auf Dem Aspei,44801,Bochum,,,
St Peter's College Epsom,23,Mountain Road,1023,Auckland,Auckland,New Zealand,
UW-Milwaukee Physics Building,1900,E. Kenwood Blvd.,53211,Milwaukee,Wisconsin,,
The Rising Sun,11,Everton Road,SG19 2PA,Potton,Bedfordshire,UK,uk
,60,Halifax Street,5000,"Adelaide, SA",,Australia,
,3,Market Street,2380,Piet Retief,Mpumalanga,ZA,za
Inspire Dental Group - Langley,6339,200 St,V2Y 1A2,Langley,BC,CA,ca
Courtyard by Marriott Chicago Oakbrook Terrace,6,Trans Am Plaza Dr.,60181,Oakbrook Terrace,Illinois,United States,
Kings Hill Community Centre,70,Gibson Drive,ME19 4LG,"Kings Hill, West Malling",Kent,UK,uk
Hotel Colosseum,10,Via Sforza,00184,Rome,,Ý,
,3,Rue Oberkampf,75011,Paris,,,
Hamburger Mary's Milwaukee,730,S. 5Th St.,53204,Milwaukee,WI,,
Northwoods Golf Club,201,Powell Road,29203,Columbia,SC,,
Gotham West Market,600,11Th Avenue,10036,New York,NY,United States,
Hotel Carlton,5,Lütge Brückstraße,44135,Dortmund,North Rhine-Westphalia,Germany,
,201,Fort Mason,94123,"San Francisco,",CA,,
Potomac River Running - Reston,11911,Democracy Dr,20190,Reston,VA,,
,3339,W Kennedy Blvd,33609,Tampa,FL,US,us
,550,E. Van Buren,85004,Phoenix,AZ,,
,200,N. Broadway,63102,St Louis,MO,US,us
,199,Kerpelystraße,8700,Leoben,Steiermark,AT,at
,12920,Northwest Fwy,77040,Houston,TX,US,us
CHIROPRACTIC WELLNESS ASSOCIATES LLC,1313,Dekalb St,19401,NORRISTOWN,PA,US,us
,408,Elden Street,20170,Herndon,VA,UNITED STATES,
Thin Man Brewery,492,Elmwood Ave,14222,Buffalo,NY,US,us
The Umbrella Arts Center,40,Stow Street,01742,Concord,MA,,
,44/A,Via Broletto,,Milano,,,
,3075,Carlsbad Boulevard,92008,Carlsbad,Kalifornia,Yhdysvallat,
,25369,Highway 98,36526,Daphne,AL,,
,3900,Cannon Road,92010,Carlsbad,California,US,us
Extra Space Storage,1414,Kalakaua Ave,96826,Honolulu,HI,,
DECATHLON HERBLAY,12,Mail Des Copistes,95220,HERBLAY,,Frankreich,
,319,Kölner Str.,51702,Bergneustadt,,,
,2048,Marshall Ave,55104,Saint Paul,MN,,
Marina One,580,N. Federal Hwy,33441,Deerfield Beach,,US,us
,1920,I St Nw,20006,Washington,DC,United States,
Blaine City Hall,220,Indian Ridge Rd,37709,Blaine,TN,US,us
Tropic Garden,10,Pare Vicent Costa,07840,Santa Eulalia,Ibiza,ES,es
,98,Gerresheimer Straße,40233,Flingern-Nord,Düsseldorf,,
Copper Oven Cafe & Bakery,2409,West 13Th Street North,,Wichita,KS,,
,31,Am Weidengraben,54296,Trier,,,
Chaat Bhavan,165,E. El Camino Real,94040,Mountain View,CA,,
,145,Rue Piuze,G4W 3M6,Matane,QC,Canada,
,23,Hent Ar Mor,29350,MOELAN SUR MER,,,
St. Georg Apotheke Inh. Marc Schmidt,28,Büchenauerstr.,76646,Bruchsal,,Deutschland,
,4770,Hoover Road,43123,Grove City,OH,United States of America,
Alchemy Comedy Theater at Coffee Underground,1,E Coffee St,,Greenville,SC,US,us
Arbatax Park Resort - Cottage,49,Via Capri,08048,Arbatax,,Italie,
Hotel Huize Koningsbosch,84,Heereweg,1901 ME,Castricum,,The Netherlands,
,7,Пер. Строителей,,Новополоцк,Витебская обл.,Belarus,
Spartan Family Chiropractic PC,1719,W Grand River Ave,,Okemos,MI,,
,370,Avenida José Manuel Infante,,Providencia,Providencia,Chile,
,202,Avenida Lopez Portillo,24095,Campeche,Campeche,Mexico,
,1,Calle Sevilla,28804,Alcalá de Henares,Madrid,ES,es
,22,Konrad-Celtis-Straße,81369,Sendling-Westpark,München,,
,4012,Central Florida Parkway,32837,Orlando,Florida,USA,
,67,Wróblewskiego,41-106,Siemianowice,śląskie,,
Envato HQ,121,King Street,3000,Melbourne,Victoria,Australia,
,128,Viale Europa,65010,Villa Raspa,,Italy,
,8490,Sunset Blvd,90069,West Hollywood,CA,,
Grand Hyatt Kuala Lumpur,12,Jalan Pinang,50450,Kuala Lumpur,,Malaysia,
,61A,Banbury Road,,Oxford,Oxfordshire,gb,gb
,4,Bahnhofplatz,83435,Bad Reichenhall,,DE,de
 Canada Est c. États-Unis · 11:30    ·  Rath Eastlink Community Centre,,,--,Truro,NS,CA,ca
,4,Wilhelm-Von-Humboldt-Platz,57076,Siegen,,,
Tangerine,11,Elefantengasse,60313,Frankfurt am Main,,,
,3,Markt,07607,Eisenberg,,,
,7050,N. Marks Ave,93711,Fresno,California,United States,
Bilheimer Capitol Theatre,405,Cleveland St,33755,Clearwater,,United States,
Balthazar,80,Spring St,10012,New York,NY,US,us
ES SYSTEM K SP. Z O.O. ,10,Wrzosowa,,Wolbrom,,PL,pl
Roger Williams Medical Center   Rehabilitation Services,825,Chalkstone Ave,02903,Providence,RI,US,us
"Law Office of Lauren Campoli, PLLC",80,S. 8Th St.,55402,Minneapolis,MN,,
,1600,Rockland Road,19899,Wilmington,Delaware,,
Sonesta Es Suites Houston Galleria,5190,Hidalgo Street,77056,Houston,Texas,United States,
Eethuis Wijchen,5A,Burchtstraat,6602AP,Wijchen,,,
Tinley Park Credit Union Amphitheater,19100,Ridgeland Ave,60477,Tinley Park,IL,USA,
Erasmus MC onderwijscentrum,40,Dr Molewaterplein,,Rotterdam,,Nederland,
,1601,South Martin Luther King Junior Boulevard,,Tallahassee,Florida,United States,
Rotes Kreuz Ortsstelle Ebensee,5,Alte Saline,4802,Ebensee,Oberösterreich,Österreich,
Mr. G's,908,Mcfarland Blvd,35476,Northport,AL,US,us
,,,,Grenoble,,France,
,8,Oudevaartsgat,1671 HM,Medemblik,,NL,nl
Lorraine's Coffee House & Cafe,101,Timber Pointe Lane,27529,Garner,NC,,
Rotterdam Ahoy,10,Ahoyweg,3084 BA,"Rotterdam, Nederland",,,
,196,Kriegsstraße,,Karlsruhe,,,
,69,Belford Road,EH4 3DG,Edimburg,Escòcia,Regne Unit,
,748,Massachusetts Avenue,46204,Indianapolis,IN,,
Lawler Brown Law Firm,1600,West Main Street,62959,Marion,IL,,
,222,West 51St St,10019,New York,NY,United States of America,
First African Methodist Episcopal Church of Los Angeles-Fame,2270,S Harvard Blvd,90018,Los Angeles,CA,,
Cabarrus Brewing Company,329,Mcgill Ave Nw,28027,Concord,NC,United States,
,32505,Golden Lantern St.,92629,Dana Point,CA,US,us
,86,Königsbrücker Str.,01099,Dresden,SN,DE,de
Dog & Pony Grill,1481,S Main St,78006,Boerne,TX,US,us
,4/6,Wilhelm-Weber-Str.,37073,Göttingen,,,
,10752,Coastwood Rd,92127,San Diego,CA,United States of America,
Greeley Lofts,618,N. 2Nd St.,63102,St. Louis,MO,,
Brookdale Wayne,820,Hamburg Turnpike,,Wayne,NJ,US,us
,7400,San Pedro Avenue,78216,San Antonio,TX,,
,29,Rue Curiol,13001,Marseille,,France,
,270,Avenue De Courmayeur,74400,Chamonix,Haute-Savoie,Frankrig,
Linda’s Bar and Grill,203,E Franklin Street,,Chapel Hill,NC,United States,
,305,North Glebe Road,22203,Arlington,VA,US,us
New Ko Sing,233,Lincoln Road,,North Hykeham,,,
Days Inn by Wyndham Yuma,1671,East 16Th Street,85365,Yuma,Arizona,United States,
Lia Honda Kingston,743,E Chester St,12401,Kingston,NY,US,us
Radio Hotel,2420,Amsterdam Avenue,10033,New York,New York,USA,
Breakaway,33,Dorpstraat,6265AK,Sint Geertruid,Limburg,Nederland,
,36,Obrońców,26-600,Radom,mazowieckie,,
,901,Amherst Street,22601,Winchester,VA,,
Hôtel Beauregard,90,Sentier Du Bossonnet,74220,La Clusaz,,France,
TIVOLIVREDENBURG,11,Vredenburgkade,3511 WC,Utrecht,,Nederland,
Rydges Fortitude Valley,601,Gregory Terrace,4006,Brisbane,Queensland,Australia,
,2101,S Broadway,56073,New Ulm,MN,,
,145,Ingolstädterstr,85092,Kösching,,DE,de
Powiatowy Inspektorat Weterynarii w Radziejowie,53,Brzeska,,Radziejów,,PL,pl
SS Cyril & Methodius Church,63,Popieluszko Court,06106,Hartford,,United States,
Delaware Eye Institute,18791,John J. Williams Highway,19971,Rehoboth Beach,DE,US,us
,126,Luegallee,40545,Düsseldorf,Düsseldorf,DE,de
Public Storage,650,4Th St,32962,Vero Beach,FL,,
Pillows Grand Boutique Hotel Reylof Ghent,36,Hoogstraat,9000,Gent,Východní Flandry,Belgie,
,2190,Olympic Ave,89014,Henderson,NV,United States,
St. Valentin - Apotheke Martin Sternberg,4,Obringhauser Str.,57392,Schmallenberg,,Deutschland,
El Colonial,326,Bernard,,Colón,Entre Ríos,,
Cafe-Restaurant-Kegeltreff MARTH,1,Oberwarter Strasse,7461,Stadtschlaining,,,
Lotta,12,Kartäuserwall,50678,Köln,,Deutschland,
Strange Matter,929,W. Grace St,23220,Richmond,VA,US,us
Sunoco Store #0877859900 4538 W STANTON RD,4538,W Stanton Rd,48888,STANTON,MI,US,us
Greenside Recreational - Des Moines,23407,Pacific Hwy South,98198,Des Moines,WA,USA,
